Time (s),Terminal Voltage Vt (V),State of Charge Z (%),Polarization Voltage Vp (V)
6799,2.94039177988194,27.0726470986064,0.0153271100192419
6800,2.94004204774568,27.0543274723843,0.0148713833668842
6801,2.9392811161278,27.0076081291457,0.0152819923177616
6802,2.93879093327303,26.9795763689341,0.0150820454712303
6803,2.93805527935373,26.9334129508982,0.015507272527695
6804,2.93745898542111,26.8984446771178,0.0154789260723928
6805,2.93683277721276,26.8635255228086,0.0153136895032239
6806,2.93652220371622,26.8459433500146,0.0149733030383577
6807,2.93552295968852,26.7790949538515,0.0162765656816614
6808,2.93533735926197,26.7812537888767,0.0144567442547584
6809,2.93461024770216,26.7290529597191,0.0156303043111718
6810,2.93387696983968,26.6872358356963,0.0156081879797918
6811,2.93312613015982,26.642803623982,0.0156596183378876
6812,2.93255486352171,26.6106691099599,0.015396468119042
6813,2.9321765067962,26.5928621014667,0.0147174482287851
6814,2.93217054729621,26.5888265353196,0.0147759896628677
6815,2.93178178202847,26.570160767877,0.0145309417554647
6816,2.93135692674925,26.5454456869888,0.0145554375077489
6817,2.93078642051768,26.504512296958,0.0154710913884885
6818,2.93038707791315,26.4895179968076,0.0145032201280646
6819,2.92973877227238,26.4466241797361,0.0151291023086617
6820,2.92902259927276,26.4024203420986,0.0154726708151098
6821,2.92882388615117,26.3966260886057,0.0145313671958061
6822,2.92849232568351,26.3728469779685,0.0149568165848434
6823,2.92842264760404,26.3745421962384,0.0141185674619697
6824,2.92834315484895,26.368169468417,0.0142353202539317
6825,2.92772293699192,26.322281850561,0.0155961470695106
6826,2.92710267928799,26.2935977104098,0.0149562758376775
6827,2.92685282939317,26.2772097540192,0.0148714020471415
6828,2.92625441058285,26.2469124596345,0.0144996279797457
6829,2.92588124765173,26.224027327068,0.0144877490659014
6830,2.9254940537497,26.2011518650094,0.0144700460882845
6831,2.92463688456866,26.1436104814181,0.0155468136642272
6832,2.92452638295686,26.1420049059772,0.0146900906630783
6833,2.92409330430165,26.1156901777338,0.0148477991801783
6834,2.92353164034678,26.0809312106698,0.0151387999322452
6835,2.92318231461394,26.0660025565725,0.014435008597942
6836,2.92317329775947,26.065971227035,0.0140500371559816
6837,2.922670670117,26.033090734315,0.0146472394458204
6838,2.92175399295856,25.9700373532914,0.0160130612391591
6839,2.92081256479669,25.9144220277872,0.0162877413324589
6840,2.92036324086382,25.8967653811035,0.0150666671181239
6841,2.91977227666613,25.8631553060105,0.0148583796240936
6842,2.91901323423533,25.8144023243261,0.0154149810623624
6843,2.91873227904973,25.8022246392935,0.014640842116999
6844,2.91793731054213,25.745544147368,0.0159582967036277
6845,2.91703419200961,25.6949621976192,0.0159226906248014
6846,2.91668262801511,25.6813790755444,0.0148179050987986
6847,2.9164428456631,25.6680947213247,0.0144864910809144
6848,2.91595428735683,25.6340144803274,0.0151779562027419
6849,2.91590378307034,25.6298615006914,0.0150760208584248
6850,2.91549860755505,25.6120896021719,0.0145887598984001
6851,2.91476691542382,25.5646436032397,0.0153181663536898
6852,2.91414394105031,25.5302406155994,0.0151248009657708
6853,2.91340251651035,25.4838892674783,0.0154838326692629
6854,2.91261897054386,25.4397782638692,0.0153298669100953
6855,2.91196288141533,25.4016580248393,0.0151638785556078
6856,2.91122858056864,25.3523208812003,0.0158934449133416
6857,2.91062819141903,25.3216383674913,0.0153549188243882
6858,2.90996089565144,25.2846833017204,0.0150742383045028
6859,2.9095645150647,25.2625823680002,0.014777685246117
